identifier1	identifier2	annotator	judgment	comment	lemma	round
mag_1827_553811.txt-241-8	fic_1844_3928.txt-3841-15	annotator9	3		chef_nn	6
fic_1840_7057.txt-1784-63	fic_1844_3928.txt-2149-12	annotator9	3		chef_nn	6
fic_1848_1108.txt-1284-31	fic_1846_544.txt-2808-20	annotator9	3		chef_nn	6
mag_1850_555680.txt-297-13	mag_1835_554346.txt-89-53	annotator9	2		chef_nn	6
mag_1860_567343.txt-87-1	mag_1827_553813.txt-226-40	annotator9	2		chef_nn	6
mag_1827_553813.txt-226-40	fic_1844_3928.txt-2149-12	annotator9	3		chef_nn	6
fic_1840_7057.txt-1784-63	mag_1860_567343.txt-87-1	annotator9	2		chef_nn	6
mag_1827_553811.txt-241-8	mag_1827_553813.txt-226-40	annotator9	3		chef_nn	6
nf_1844_747533.txt-1857-4	mag_1835_554346.txt-89-53	annotator9	4		chef_nn	6
fic_1844_3928.txt-3841-15	fic_1835_7142.txt-815-43	annotator9	3		chef_nn	6
mag_1827_553811.txt-241-8	fic_1848_1108.txt-1284-31	annotator9	3		chef_nn	6
fic_1843_7026.txt-1111-34	mag_1835_554346.txt-89-53	annotator9	4		chef_nn	6
fic_1840_7057.txt-1784-63	mag_1827_553811.txt-58-39	annotator9	2		chef_nn	6
mag_1834_564675.txt-91-45	mag_1835_554346.txt-89-53	annotator9	4		chef_nn	6
fic_1840_7057.txt-1784-63	fic_1844_3928.txt-1406-9	annotator9	3		chef_nn	6
fic_1819_8988.txt-1529-15	fic_1852_9031.txt-1189-25	annotator9	2		chef_nn	6
fic_1835_7142.txt-1357-3	mag_1835_554346.txt-89-53	annotator9	2		chef_nn	6
fic_1819_8988.txt-1529-15	mag_1827_553813.txt-226-40	annotator9	3		chef_nn	6
mag_1845_565442.txt-141-14	mag_1827_553813.txt-226-40	annotator9	2		chef_nn	6
mag_1827_553813.txt-226-40	fic_1843_7026.txt-1111-34	annotator9	2		chef_nn	6
nf_1844_747533.txt-1857-4	fic_1840_7057.txt-1784-63	annotator9	2		chef_nn	6
fic_1852_9031.txt-1189-25	fic_1827_7168.txt-1724-40	annotator9	4		chef_nn	6
